departure_time,destination,delay,station_name
2020-11-18 04:37:00,Flughafen München,0,Karlsplatz
2020-11-18 09:13:00,Flughafen München,0,Englschalking
2020-11-18 04:45:00,Flughafen München,0,Pasing
2020-11-18 09:11:00,Flughafen München,1,Daglfing
2020-11-18 04:48:00,Flughafen München,0,Laim
2020-11-18 04:53:00,Flughafen München,2,Hackerbrücke
2020-11-18 05:42:00,Flughafen München,0,Ismaning
2020-11-18 05:55:00,Flughafen München,0,Johanneskirchen
2020-11-18 05:40:00,Flughafen München,0,Westkreuz
2020-11-18 06:18:00,Flughafen München,1,Unterföhring
2020-11-18 08:05:00,Flughafen München,0,Herrsching
2020-11-18 04:44:00,Flughafen München,3,Ostbahnhof München
2020-11-18 04:52:00,Flughafen München,1,Donnersbergerbrücke
2020-11-18 07:34:00,Flughafen München,0,Harthaus
2020-11-18 09:33:00,Flughafen München,0,Englschalking
2020-11-18 09:31:00,Flughafen München,0,Daglfing
2020-11-18 05:10:00,Flughafen München,0,Hirschgarten
2020-11-18 05:02:00,Flughafen München,3,Rosenheimer Platz
2020-11-18 05:00:00,Flughafen München,2,Isartor
2020-11-18 07:13:00,Flughafen München,0,Steinebach
2020-11-18 22:22:00,Flughafen München,2,Ismaning
2020-11-18 04:57:00,Flughafen München,3,Karlsplatz
2020-11-18 05:13:00,Flughafen München,0,Hackerbrücke
2020-11-18 06:13:00,Flughafen München,0,Flughafen Besucherpark
2020-11-18 04:55:00,Flughafen München,4,Hauptbahnhof
2020-11-18 05:46:00,Flughafen München,0,Leuchtenbergring
2020-11-18 05:08:00,Flughafen München,0,Laim
2020-11-18 08:25:00,Flughafen München,0,Herrsching
2020-11-18 06:16:00,Flughafen München,0,Freiham
2020-11-23 14:33:00,Flughafen München,0,Englschalking
2020-11-18 05:12:00,Flughafen München,0,Donnersbergerbrücke
2020-11-18 05:51:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-18 05:04:00,Flughafen München,3,Ostbahnhof München
2020-11-18 06:30:00,Flughafen München,0,Hallbergmoos
2020-11-18 05:20:00,Flughafen München,0,Isartor
2020-11-18 06:02:00,Flughafen München,0,Ismaning
2020-11-18 07:10:00,Flughafen München,0,Seefeld-Hechendorf
2020-11-18 05:19:00,Flughafen München,0,Marienplatz
2020-11-18 05:22:00,Flughafen München,0,Rosenheimer Platz
2020-11-18 05:30:00,Flughafen München,0,Hirschgarten
2020-11-18 05:05:00,Flughafen München,0,Pasing
2020-11-18 04:59:00,Flughafen München,2,Marienplatz
2020-11-18 06:37:00,Flughafen München,0,Weßling
2020-11-18 06:15:00,Flughafen München,1,Johanneskirchen
2020-11-18 06:38:00,Flughafen München,1,Unterföhring
2020-11-18 05:15:00,Flughafen München,0,Hauptbahnhof
2020-11-18 05:17:00,Flughafen München,0,Karlsplatz
2020-11-18 06:00:00,Flughafen München,0,Westkreuz
2020-11-21 11:57:00,Flughafen München,0,Weßling
2020-11-18 05:33:00,Flughafen München,0,Hackerbrücke
2020-11-18 05:13:00,Flughafen München,1,Flughafen Besucherpark
2020-11-18 06:58:00,Flughafen München,0,Neuaubing
2020-11-18 06:35:00,Flughafen München,4,Flughafen Besucherpark
2020-11-18 07:33:00,Flughafen München,1,Steinebach
2020-11-18 05:25:00,Flughafen München,0,Pasing
2020-11-18 05:28:00,Flughafen München,0,Laim
2020-11-21 14:01:00,Flughafen München,0,Neugilching
2020-11-18 05:32:00,Flughafen München,0,Donnersbergerbrücke
2020-11-18 06:06:00,Flughafen München,2,Leuchtenbergring
2020-11-18 05:24:00,Flughafen München,0,Ostbahnhof München
2020-11-18 06:48:00,Flughafen München,0,Hallbergmoos
2020-11-18 06:11:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-18 06:43:00,Flughafen München,0,Gilching-Argelsried
2020-11-18 08:45:00,Flughafen München,4,Geisenbrunn
2020-11-18 09:51:00,Flughafen München,0,Daglfing
2020-11-18 06:57:00,Flughafen München,0,Weßling
2020-11-18 07:54:00,Flughafen München,1,Harthaus
2020-11-18 09:53:00,Flughafen München,1,Englschalking
2020-11-18 05:40:00,Flughafen München,0,Isartor
2020-11-18 05:42:00,Flughafen München,0,Rosenheimer Platz
2020-11-18 05:39:00,Flughafen München,0,Marienplatz
2020-11-18 05:35:00,Flughafen München,0,Hauptbahnhof
2020-11-18 05:37:00,Flughafen München,0,Karlsplatz
2020-11-18 05:50:00,Flughafen München,2,Hirschgarten
2020-11-18 06:22:00,Flughafen München,1,Ismaning
2020-11-18 06:35:00,Flughafen München,0,Johanneskirchen
2020-11-18 06:53:00,Flughafen München,0,Flughafen Besucherpark
2020-11-18 06:58:00,Flughafen München,4,Unterföhring
2020-11-18 06:36:00,Flughafen München,0,Freiham
2020-11-18 05:53:00,Flughafen München,2,Hackerbrücke
2020-11-18 07:18:00,Flughafen München,0,Neuaubing
2020-11-18 07:21:00,Flughafen München,0,Neugilching
2020-11-18 08:14:00,Flughafen München,0,Harthaus
2020-11-18 07:30:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-18 05:45:00,Flughafen München,0,Pasing
2020-11-18 06:31:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-18 05:48:00,Flughafen München,3,Laim
2020-11-18 07:53:00,Flughafen München,0,Steinebach
2020-11-18 05:44:00,Flughafen München,0,Ostbahnhof München
2020-11-18 08:20:00,Flughafen München,0,Westkreuz
2020-11-18 05:52:00,Flughafen München,1,Donnersbergerbrücke
2020-11-18 06:26:00,Flughafen München,2,Leuchtenbergring
2020-11-18 10:13:00,Flughafen München,0,Englschalking
2020-11-18 06:20:00,Flughafen München,0,Westkreuz
2020-11-18 09:05:00,Flughafen München,0,Herrsching
2020-11-18 05:59:00,Flughafen München,1,Marienplatz
2020-11-18 07:18:00,Flughafen München,2,Unterföhring
2020-11-18 06:02:00,Flughafen München,5,Rosenheimer Platz
2020-11-18 06:00:00,Flughafen München,2,Isartor
2020-11-18 06:42:00,Flughafen München,0,Ismaning
2020-11-18 07:13:00,Flughafen München,4,Flughafen Besucherpark
2020-11-18 09:25:00,Flughafen München,0,Herrsching
2020-11-18 05:57:00,Flughafen München,2,Karlsplatz
2020-11-18 07:08:00,Flughafen München,3,Hallbergmoos
2020-11-18 06:55:00,Flughafen München,3,Johanneskirchen
2020-11-18 08:34:00,Flughafen München,0,Harthaus
2020-11-18 06:10:00,Flughafen München,0,Hirschgarten
2020-11-18 10:31:00,Flughafen München,1,Daglfing
2020-11-18 06:56:00,Flughafen München,0,Freiham
2020-11-18 08:00:00,Flughafen München,0,Isartor
2020-11-18 07:17:00,Flughafen München,0,Weßling
2020-11-18 10:33:00,Flughafen München,3,Englschalking
2020-11-18 06:13:00,Flughafen München,0,Hackerbrücke
2020-11-18 07:50:00,Flughafen München,0,Seefeld-Hechendorf
2020-11-21 09:25:00,Flughafen München,0,Pasing
2020-11-18 07:02:00,Flughafen München,3,Ismaning
2020-11-18 06:46:00,Flughafen München,4,Leuchtenbergring
2020-11-18 06:51:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-18 07:41:00,Flughafen München,0,Neugilching
2020-11-18 08:13:00,Flughafen München,1,Steinebach
2020-11-18 05:55:00,Flughafen München,3,Hauptbahnhof
2020-11-18 08:54:00,Flughafen München,1,Harthaus
2020-11-18 06:04:00,Flughafen München,2,Ostbahnhof München
2020-11-18 06:08:00,Flughafen München,1,Laim
2020-11-18 07:03:00,Flughafen München,0,Gilching-Argelsried
2020-11-18 07:30:00,Flughafen München,0,Hallbergmoos
2020-11-18 10:51:00,Flughafen München,0,Daglfing
2020-11-18 10:53:00,Flughafen München,0,Englschalking
2020-11-18 09:05:00,Flughafen München,0,Geisenbrunn
2020-11-18 06:12:00,Flughafen München,0,Donnersbergerbrücke
2020-11-18 06:05:00,Flughafen München,0,Pasing
2020-11-18 07:38:00,Flughafen München,0,Neuaubing
2020-11-18 07:15:00,Flughafen München,2,Johanneskirchen
2020-11-18 06:20:00,Flughafen München,0,Isartor
2020-11-18 07:38:00,Flughafen München,1,Unterföhring
2020-11-18 07:55:00,Flughafen München,0,Hauptbahnhof
2020-11-18 10:17:00,Flughafen München,1,Weßling
2020-11-18 06:22:00,Flughafen München,5,Rosenheimer Platz
2020-11-18 06:40:00,Flughafen München,0,Westkreuz
2020-11-18 06:19:00,Flughafen München,0,Marienplatz
2020-11-18 07:37:00,Flughafen München,1,Weßling
2020-11-18 06:15:00,Flughafen München,2,Hauptbahnhof
2020-11-18 08:01:00,Flughafen München,1,Neugilching
2020-11-18 07:44:00,Flughafen München,1,Ostbahnhof München
2020-11-18 09:25:00,Flughafen München,2,Geisenbrunn
2020-11-18 06:17:00,Flughafen München,1,Karlsplatz
2020-11-18 06:30:00,Flughafen München,4,Hirschgarten
2020-11-18 06:33:00,Flughafen München,2,Hackerbrücke
2020-11-18 07:58:00,Flughafen München,0,Neuaubing
2020-11-18 09:14:00,Flughafen München,0,Harthaus
2020-11-18 07:22:00,Flughafen München,1,Ismaning
2020-11-18 07:16:00,Flughafen München,0,Freiham
2020-11-18 07:23:00,Flughafen München,0,Gilching-Argelsried
2020-11-18 07:35:00,Flughafen München,0,Flughafen Besucherpark
2020-11-18 08:33:00,Flughafen München,2,Steinebach
2020-11-18 09:45:00,Flughafen München,0,Geisenbrunn
2020-11-18 07:11:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-18 06:28:00,Flughafen München,5,Laim
2020-11-18 07:06:00,Flughafen München,5,Leuchtenbergring
2020-11-18 07:48:00,Flughafen München,0,Hallbergmoos
2020-11-18 11:11:00,Flughafen München,0,Daglfing
2020-11-18 11:13:00,Flughafen München,0,Englschalking
2020-11-18 07:57:00,Flughafen München,0,Weßling
2020-11-18 06:32:00,Flughafen München,1,Donnersbergerbrücke
2020-11-18 09:34:00,Flughafen München,0,Harthaus
2020-11-18 07:35:00,Flughafen München,1,Johanneskirchen
2020-11-18 06:24:00,Flughafen München,2,Ostbahnhof München
2020-11-18 20:25:00,Flughafen München,0,Pasing
2020-11-18 07:58:00,Flughafen München,1,Unterföhring
2020-11-18 08:21:00,Flughafen München,1,Neugilching
2020-11-18 20:11:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-18 06:42:00,Flughafen München,6,Rosenheimer Platz
2020-11-18 07:43:00,Flughafen München,0,Gilching-Argelsried
2020-11-18 07:00:00,Flughafen München,0,Westkreuz
2020-11-18 06:40:00,Flughafen München,2,Isartor
2020-11-18 10:05:00,Flughafen München,0,Geisenbrunn
2020-11-18 06:35:00,Flughafen München,4,Hauptbahnhof
2020-11-18 06:37:00,Flughafen München,3,Karlsplatz
2020-11-18 06:39:00,Flughafen München,2,Marienplatz
2020-11-18 10:05:00,Flughafen München,0,Herrsching
2020-11-18 08:18:00,Flughafen München,0,Neuaubing
2020-11-18 06:50:00,Flughafen München,2,Hirschgarten
2020-11-18 06:53:00,Flughafen München,2,Hackerbrücke
2020-11-18 07:36:00,Flughafen München,0,Freiham
2020-11-18 09:54:00,Flughafen München,2,Harthaus
2020-11-18 06:45:00,Flughafen München,0,Pasing
2020-11-18 07:42:00,Flughafen München,0,Ismaning
2020-11-18 07:42:00,Flughafen München,1,Rosenheimer Platz
2020-11-18 07:31:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-18 08:30:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-18 10:25:00,Flughafen München,1,Geisenbrunn
2020-11-18 11:31:00,Flughafen München,2,Daglfing
2020-11-18 07:26:00,Flughafen München,2,Leuchtenbergring
2020-11-18 06:48:00,Flughafen München,3,Laim
2020-11-18 06:52:00,Flughafen München,2,Donnersbergerbrücke
2020-11-18 08:08:00,Flughafen München,0,Hallbergmoos
2020-11-18 10:14:00,Flughafen München,1,Harthaus
2020-11-18 11:33:00,Flughafen München,1,Englschalking
2020-11-18 06:44:00,Flughafen München,3,Ostbahnhof München
2020-11-18 08:18:00,Flughafen München,0,Unterföhring
2020-11-18 08:13:00,Flughafen München,1,Flughafen Besucherpark
2020-11-18 08:03:00,Flughafen München,0,Gilching-Argelsried
2020-11-18 09:01:00,Flughafen München,0,Neugilching
2020-11-18 10:25:00,Flughafen München,0,Herrsching
2020-11-18 07:00:00,Flughafen München,5,Isartor
2020-11-18 07:55:00,Flughafen München,1,Johanneskirchen
2020-11-18 08:17:00,Flughafen München,2,Weßling
2020-11-18 07:20:00,Flughafen München,0,Westkreuz
2020-11-18 06:59:00,Flughafen München,1,Marienplatz
2020-11-18 06:55:00,Flughafen München,3,Hauptbahnhof
2020-11-18 07:02:00,Flughafen München,5,Rosenheimer Platz
2020-11-18 08:37:00,Flughafen München,3,Weßling
2020-11-18 08:38:00,Flughafen München,0,Neuaubing
2020-11-18 09:21:00,Flughafen München,1,Neugilching
2020-11-18 09:13:00,Flughafen München,1,Steinebach
2020-11-18 10:45:00,Flughafen München,1,Geisenbrunn
2020-11-18 07:10:00,Flughafen München,0,Hirschgarten
2020-11-21 09:17:00,Flughafen München,0,Karlsplatz
2020-11-18 07:13:00,Flughafen München,0,Hackerbrücke
2020-11-18 06:57:00,Flughafen München,2,Karlsplatz
2020-11-18 08:38:00,Flughafen München,0,Unterföhring
2020-11-18 07:51:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-18 07:46:00,Flughafen München,1,Leuchtenbergring
2020-11-18 07:56:00,Flughafen München,0,Freiham
2020-11-18 09:10:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-18 09:33:00,Flughafen München,1,Steinebach
2020-11-18 10:34:00,Flughafen München,2,Harthaus
2020-11-18 07:05:00,Flughafen München,0,Pasing
2020-11-18 07:08:00,Flughafen München,0,Laim
2020-11-18 11:51:00,Flughafen München,0,Daglfing
2020-11-18 08:30:00,Flughafen München,0,Hallbergmoos
2020-11-18 08:35:00,Flughafen München,0,Flughafen Besucherpark
2020-11-18 07:59:00,Flughafen München,0,Marienplatz
2020-11-18 10:54:00,Flughafen München,1,Harthaus
2020-11-18 07:12:00,Flughafen München,0,Donnersbergerbrücke
2020-11-18 11:53:00,Flughafen München,0,Englschalking
2020-11-18 08:57:00,Flughafen München,0,Weßling
2020-11-18 08:02:00,Flughafen München,0,Rosenheimer Platz
2020-11-18 11:05:00,Flughafen München,4,Geisenbrunn
2020-11-18 07:04:00,Flughafen München,5,Ostbahnhof München
2020-11-18 08:15:00,Flughafen München,0,Johanneskirchen
2020-11-18 07:20:00,Flughafen München,5,Isartor
2020-11-18 08:23:00,Flughafen München,1,Gilching-Argelsried
2020-11-18 08:58:00,Flughafen München,1,Neuaubing
2020-11-18 09:41:00,Flughafen München,0,Neugilching
2020-11-18 07:40:00,Flughafen München,0,Westkreuz
2020-11-18 07:22:00,Flughafen München,5,Rosenheimer Platz
2020-11-18 10:01:00,Flughafen München,0,Neugilching
2020-11-18 07:15:00,Flughafen München,2,Hauptbahnhof
2020-11-18 07:19:00,Flughafen München,1,Marienplatz
2020-11-18 11:25:00,Flughafen München,0,Geisenbrunn
2020-11-18 07:17:00,Flughafen München,2,Karlsplatz
2020-11-18 09:18:00,Flughafen München,0,Neuaubing
2020-11-18 07:33:00,Flughafen München,1,Hackerbrücke
2020-11-18 08:16:00,Flughafen München,0,Freiham
2020-11-18 11:14:00,Flughafen München,1,Harthaus
2020-11-18 08:43:00,Flughafen München,3,Gilching-Argelsried
2020-11-18 09:17:00,Flughafen München,2,Weßling
2020-11-18 07:30:00,Flughafen München,0,Hirschgarten
2020-11-18 07:25:00,Flughafen München,0,Pasing
2020-11-18 08:06:00,Flughafen München,0,Leuchtenbergring
2020-11-18 08:22:00,Flughafen München,0,Ismaning
2020-11-18 08:58:00,Flughafen München,4,Unterföhring
2020-11-18 09:30:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-18 09:43:00,Flughafen München,1,Gilching-Argelsried
2020-11-19 03:43:00,Flughafen München,4,Gilching-Argelsried
2020-11-19 04:33:00,Flughafen München,2,Englschalking
2020-11-18 20:32:00,Flughafen München,0,Donnersbergerbrücke
2020-11-18 08:46:00,Flughafen München,2,Leuchtenbergring
2020-11-18 08:55:00,Flughafen München,4,Johanneskirchen
2020-11-18 12:45:00,Flughafen München,0,Geisenbrunn
2020-11-18 21:13:00,Flughafen München,0,Flughafen Besucherpark
2020-11-18 20:53:00,Flughafen München,2,Flughafen Besucherpark
2020-11-19 05:03:00,Flughafen München,30,Gilching-Argelsried
2020-11-18 07:57:00,Flughafen München,0,Karlsplatz
2020-11-18 20:24:00,Flughafen München,3,Ostbahnhof München
2020-11-19 04:31:00,Flughafen München,3,Daglfing
2020-11-19 04:03:00,Flughafen München,0,Gilching-Argelsried
2020-11-19 17:16:00,Flughafen München,2,Freiham
2020-11-18 08:13:00,Flughafen München,0,Hackerbrücke
2020-11-18 21:53:00,Flughafen München,0,Flughafen Besucherpark
2020-11-18 09:30:00,Flughafen München,0,Hallbergmoos
2020-11-18 12:33:00,Flughafen München,0,Englschalking
2020-11-18 12:05:00,Flughafen München,0,Herrsching
2020-11-18 08:10:00,Flughafen München,0,Hirschgarten
2020-11-18 08:02:00,Flughafen München,1,Ismaning
2020-11-18 09:36:00,Flughafen München,0,Freiham
2020-11-18 12:34:00,Flughafen München,1,Harthaus
2020-11-18 10:18:00,Flughafen München,0,Neuaubing
2020-11-18 12:31:00,Flughafen München,0,Daglfing
2020-11-18 08:08:00,Flughafen München,0,Laim
2020-11-18 08:05:00,Flughafen München,2,Pasing
2020-11-18 10:30:00,Flughafen München,0,Seefeld-Hechendorf
2020-11-18 07:53:00,Flughafen München,1,Flughafen Besucherpark
2020-11-18 08:04:00,Flughafen München,0,Ostbahnhof München
2020-11-18 11:13:00,Flughafen München,0,Steinebach
2020-11-18 08:12:00,Flughafen München,0,Donnersbergerbrücke
2020-11-18 09:35:00,Flughafen München,0,Flughafen Besucherpark
2020-11-18 08:51:00,Flughafen München,2,Germering-Unterpfaffenhofen
2020-11-18 08:40:00,Flughafen München,3,Westkreuz
2020-11-18 10:37:00,Flughafen München,0,Weßling
2020-11-18 10:03:00,Flughafen München,0,Gilching-Argelsried
2020-11-18 08:20:00,Flughafen München,0,Isartor
2020-11-18 09:15:00,Flughafen München,0,Johanneskirchen
2020-11-18 08:05:00,Flughafen München,0,Geisenbrunn
2020-11-18 08:11:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-18 11:41:00,Flughafen München,1,Neugilching
2020-11-18 09:02:00,Flughafen München,4,Ismaning
2020-11-18 20:42:00,Flughafen München,0,Rosenheimer Platz
2020-11-18 08:19:00,Flughafen München,0,Marienplatz
2020-11-18 09:06:00,Flughafen München,0,Leuchtenbergring
2020-11-18 08:17:00,Flughafen München,1,Karlsplatz
2020-11-18 08:15:00,Flughafen München,2,Hauptbahnhof
2020-11-18 08:22:00,Flughafen München,1,Rosenheimer Platz
2020-11-18 09:58:00,Flughafen München,1,Unterföhring
2020-11-18 13:05:00,Flughafen München,2,Geisenbrunn
2020-11-18 09:56:00,Flughafen München,0,Freiham
2020-11-18 09:48:00,Flughafen München,0,Hallbergmoos
2020-11-18 10:38:00,Flughafen München,0,Neuaubing
2020-11-18 10:57:00,Flughafen München,0,Weßling
2020-11-18 12:54:00,Flughafen München,0,Harthaus
2020-11-18 08:30:00,Flughafen München,0,Hirschgarten
2020-11-18 08:33:00,Flughafen München,0,Hackerbrücke
2020-11-18 08:25:00,Flughafen München,0,Pasing
2020-11-18 08:25:00,Flughafen München,1,Geisenbrunn
2020-11-18 08:31:00,Flughafen München,1,Germering-Unterpfaffenhofen
2020-11-18 08:10:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-18 12:53:00,Flughafen München,0,Englschalking
2020-11-18 12:51:00,Flughafen München,0,Daglfing
2020-11-18 09:11:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-18 08:36:00,Flughafen München,0,Freiham
2020-11-18 13:11:00,Flughafen München,0,Daglfing
2020-11-18 19:57:00,Flughafen München,0,Karlsplatz
2020-11-18 08:28:00,Flughafen München,1,Laim
2020-11-18 09:22:00,Flughafen München,1,Ismaning
2020-11-18 09:00:00,Flughafen München,1,Westkreuz
2020-11-18 13:13:00,Flughafen München,0,Englschalking
2020-11-18 09:26:00,Flughafen München,1,Leuchtenbergring
2020-11-18 11:33:00,Flughafen München,0,Steinebach
2020-11-18 08:32:00,Flughafen München,0,Donnersbergerbrücke
2020-11-18 08:24:00,Flughafen München,1,Ostbahnhof München
2020-11-18 10:08:00,Flughafen München,0,Hallbergmoos
2020-11-18 13:14:00,Flughafen München,2,Harthaus
2020-11-18 12:25:00,Flughafen München,0,Herrsching
2020-11-18 08:40:00,Flughafen München,0,Isartor
2020-11-18 09:35:00,Flughafen München,1,Johanneskirchen
2020-11-18 10:23:00,Flughafen München,0,Gilching-Argelsried
2020-11-18 10:16:00,Flughafen München,1,Freiham
2020-11-18 08:42:00,Flughafen München,0,Rosenheimer Platz
2020-11-18 08:26:00,Flughafen München,1,Leuchtenbergring
2020-11-18 08:39:00,Flughafen München,0,Marienplatz
2020-11-18 08:31:00,Flughafen München,1,Daglfing
2020-11-18 08:53:00,Flughafen München,0,Hackerbrücke
2020-11-18 12:01:00,Flughafen München,2,Neugilching
2020-11-18 10:58:00,Flughafen München,0,Neuaubing
2020-11-18 11:10:00,Flughafen München,0,Seefeld-Hechendorf
2020-11-18 08:37:00,Flughafen München,0,Karlsplatz
2020-11-18 09:20:00,Flughafen München,0,Westkreuz
2020-11-18 08:48:00,Flughafen München,0,Hallbergmoos
2020-11-18 08:50:00,Flughafen München,0,Hirschgarten
2020-11-18 08:45:00,Flughafen München,1,Pasing
2020-11-18 08:35:00,Flughafen München,1,Hauptbahnhof
2020-11-18 09:53:00,Flughafen München,1,Flughafen Besucherpark
2020-11-18 10:18:00,Flughafen München,0,Unterföhring
2020-11-18 13:25:00,Flughafen München,1,Geisenbrunn
2020-11-18 08:53:00,Flughafen München,0,Flughafen Besucherpark
2020-11-18 10:30:00,Flughafen München,0,Hallbergmoos
2020-11-18 08:35:00,Flughafen München,1,Johanneskirchen
2020-11-18 08:42:00,Flughafen München,0,Ismaning
2020-11-18 08:41:00,Flughafen München,2,Neugilching
2020-11-18 10:43:00,Flughafen München,0,Gilching-Argelsried
2020-11-18 08:52:00,Flughafen München,0,Donnersbergerbrücke
2020-11-18 08:48:00,Flughafen München,0,Laim
2020-11-18 08:44:00,Flughafen München,1,Ostbahnhof München
2020-11-18 09:31:00,Flughafen München,1,Germering-Unterpfaffenhofen
2020-11-18 09:42:00,Flughafen München,1,Ismaning
2020-11-18 10:48:00,Flughafen München,0,Hallbergmoos
2020-11-18 09:46:00,Flughafen München,0,Leuchtenbergring
2020-11-18 13:31:00,Flughafen München,2,Daglfing
2020-11-18 13:33:00,Flughafen München,1,Englschalking
2020-11-18 09:00:00,Flughafen München,0,Isartor
2020-11-18 09:13:00,Flughafen München,0,Hackerbrücke
2020-11-18 10:13:00,Flughafen München,0,Flughafen Besucherpark
2020-11-18 10:36:00,Flughafen München,1,Freiham
2020-11-18 12:21:00,Flughafen München,0,Neugilching
2020-11-18 13:34:00,Flughafen München,1,Harthaus
2020-11-18 09:02:00,Flughafen München,0,Rosenheimer Platz
2020-11-18 09:10:00,Flughafen München,0,Hirschgarten
2020-11-18 08:59:00,Flughafen München,0,Marienplatz
2020-11-18 08:55:00,Flughafen München,1,Hauptbahnhof
2020-11-18 11:17:00,Flughafen München,0,Weßling
2020-11-18 09:55:00,Flughafen München,1,Johanneskirchen
2020-11-18 10:38:00,Flughafen München,1,Unterföhring
2020-11-18 08:57:00,Flughafen München,0,Karlsplatz
2020-11-18 09:05:00,Flughafen München,0,Pasing
2020-11-18 11:18:00,Flughafen München,1,Neuaubing
2020-11-18 09:08:00,Flughafen München,0,Laim
2020-11-18 12:45:00,Flughafen München,0,Herrsching
2020-11-18 10:02:00,Flughafen München,1,Ismaning
2020-11-18 09:40:00,Flughafen München,0,Westkreuz
2020-11-18 11:08:00,Flughafen München,2,Hallbergmoos
2020-11-18 12:13:00,Flughafen München,1,Steinebach
2020-11-18 13:45:00,Flughafen München,1,Geisenbrunn
2020-11-18 09:12:00,Flughafen München,0,Donnersbergerbrücke
2020-11-18 09:04:00,Flughafen München,0,Ostbahnhof München
2020-11-18 11:30:00,Flughafen München,0,Seefeld-Hechendorf
2020-11-18 09:51:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-18 13:54:00,Flughafen München,1,Harthaus
2020-11-18 13:51:00,Flughafen München,0,Daglfing
2020-11-18 09:20:00,Flughafen München,0,Isartor
2020-11-18 13:53:00,Flughafen München,0,Englschalking
2020-11-18 11:37:00,Flughafen München,0,Weßling
2020-11-18 09:33:00,Flughafen München,0,Hackerbrücke
2020-11-18 09:30:00,Flughafen München,0,Hirschgarten
2020-11-18 10:35:00,Flughafen München,0,Flughafen Besucherpark
2020-11-18 10:56:00,Flughafen München,1,Freiham
2020-11-18 09:19:00,Flughafen München,0,Marienplatz
2020-11-18 09:15:00,Flughafen München,1,Hauptbahnhof
2020-11-18 09:22:00,Flughafen München,1,Rosenheimer Platz
2020-11-18 11:03:00,Flughafen München,4,Gilching-Argelsried
2020-11-18 09:17:00,Flughafen München,0,Karlsplatz
2020-11-18 10:15:00,Flughafen München,0,Johanneskirchen
2020-11-18 10:58:00,Flughafen München,2,Unterföhring
2020-11-18 10:06:00,Flughafen München,1,Leuchtenbergring
2020-11-18 11:38:00,Flughafen München,0,Neuaubing
2020-11-18 12:41:00,Flughafen München,0,Neugilching
2020-11-18 09:25:00,Flughafen München,0,Pasing
2020-11-18 09:28:00,Flughafen München,0,Laim
2020-11-18 11:30:00,Flughafen München,0,Hallbergmoos
2020-11-18 11:23:00,Flughafen München,1,Gilching-Argelsried
2020-11-18 11:57:00,Flughafen München,3,Weßling
2020-11-18 14:05:00,Flughafen München,1,Geisenbrunn
2020-11-18 09:32:00,Flughafen München,0,Donnersbergerbrücke
2020-11-18 09:24:00,Flughafen München,1,Ostbahnhof München
2020-11-18 10:22:00,Flughafen München,0,Ismaning
2020-11-18 10:00:00,Flughafen München,0,Westkreuz
2020-11-18 14:11:00,Flughafen München,1,Daglfing
2020-11-18 09:40:00,Flughafen München,0,Isartor
2020-11-18 09:16:00,Flughafen München,1,Freiham
2020-11-18 09:53:00,Flughafen München,0,Hackerbrücke
2020-11-18 10:11:00,Flughafen München,1,Germering-Unterpfaffenhofen
2020-11-18 09:42:00,Flughafen München,0,Rosenheimer Platz
2020-11-18 10:53:00,Flughafen München,0,Flughafen Besucherpark
2020-11-18 11:16:00,Flughafen München,1,Freiham
2020-11-18 12:33:00,Flughafen München,0,Steinebach
2020-11-18 14:14:00,Flughafen München,1,Harthaus
2020-11-18 14:13:00,Flughafen München,0,Englschalking
2020-11-18 09:35:00,Flughafen München,0,Hauptbahnhof
2020-11-18 09:50:00,Flughafen München,0,Hirschgarten
2020-11-18 09:39:00,Flughafen München,0,Marienplatz
2020-11-18 13:05:00,Flughafen München,0,Herrsching
2020-11-18 12:10:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-18 10:35:00,Flughafen München,2,Johanneskirchen
2020-11-18 13:01:00,Flughafen München,0,Neugilching
2020-11-18 11:58:00,Flughafen München,0,Neuaubing
2020-11-18 09:37:00,Flughafen München,0,Karlsplatz
2020-11-22 12:25:00,Flughafen München,0,Geisenbrunn
2020-11-18 09:45:00,Flughafen München,0,Pasing
2020-11-18 10:26:00,Flughafen München,1,Leuchtenbergring
2020-11-18 10:20:00,Flughafen München,2,Westkreuz
2020-11-18 11:18:00,Flughafen München,0,Unterföhring
2020-11-18 13:25:00,Flughafen München,0,Herrsching
2020-11-18 09:48:00,Flughafen München,0,Laim
2020-11-18 09:52:00,Flughafen München,0,Donnersbergerbrücke
